idType	GeneID	ID	geneSymbol	chr	strand	spliceType	eventRegion	altExon	IncLevel1	IncLevel2	IncLevelDifference	PValue	FDR	novel	pctR10	pctR20	statJCmin	aseType	geneBiotype	transcriptNameExon	inTranscriptId	inTranscriptName	inTranscriptBiotype	outTranscriptId	outTranscriptName	outTranscriptBiotype
BIRC6_SE_66482	ENSG00000115760.9	66482	BIRC6	chr2	+	SE	32658715:32658872-32660521:32660653-32661120:32661252	32660521:32660653	0.938	0.736	0.202	1.47689E-08	2.30973E-06	novel	0.85	0.4	5	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000444173.1	BIRC6-003	protein_coding
BOC_SE_70316	ENSG00000144857.10	70316	BOC	chr3	+	SE	112969401:112969680-112982745:112982874-112987145:112987292	112982745:112982874	0.009	0.135	-0.126	0	0	novel	0.9	0.75	10	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000273395.4,ENST00000355385.3,ENST00000471963.2,ENST00000495514.1	BOC-003,BOC-201,BOC-005,BOC-001	protein_coding,protein_coding,retained_intron,protein_coding
BRAF_SE_10732	ENSG00000157764.8	10732	BRAF	chr7	-	SE	140507759:140507862-140508036:140508116-140508691:140508795	140508036:140508116	0.113	0.241	-0.128	2.13449E-05	0.001534232	known	0.8	0.2	16	PC_SO_NPC_SI	protein_coding	BRAF-002( E5 )	ENST00000497784.1	BRAF-002	nonsense_mediated_decay	ENST00000288602.6	BRAF-001	protein_coding
BTAF1_A5SS_4499	ENSG00000095564.9	4499	BTAF1	chr10	+	A5SS	93718821:93718911-93718911:93719039-93719541:93719637	93718911:93719039	0.595	0.83	-0.235	1.31193E-08	4.37677E-06	known	1	0.95	15	PC_SO_NPC_SI	protein_coding	BTAF1-002( E3 )	ENST00000471217.1	BTAF1-002	processed_transcript	ENST00000265990.6	BTAF1-001	protein_coding
C1orf63_RI_8367	ENSG00000117616.13	8367	C1orf63	chr1	-	RI	25570671:25570715-25570715:25570944-25570944:25570989	25570715:25570944	0.941	0.814	0.127	7.76071E-07	3.7301E-05	novel	1	0.95	7	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000473314.2	C1orf63-002	nonsense_mediated_decay
C9orf3_SE_47776	ENSG00000148120.10	47776	C9orf3	chr9	+	SE	97842975:97843062-97844856:97845001-97848963:97849200	97844856:97845001	0.656	0.479	0.177	0.000216377	0.011523384	known	1	0.9	20	NPC_SISO	protein_coding	C9orf3-008( E15 ),C9orf3-002( E14 ),C9orf3-007( E4 ),C9orf3-001( E5 ),C9orf3-016( E6 ),C9orf3-201( E15 )	ENST00000297979.5,ENST00000375315.2,ENST00000428313.1,ENST00000463372.1,ENST00000468164.1	C9orf3-002,C9orf3-201,C9orf3-008,C9orf3-001,C9orf3-007	protein_coding,protein_coding,protein_coding,processed_transcript,processed_transcript	ENST00000471978.1	C9orf3-014	processed_transcript
CAMLG_SE_12065	ENSG00000164615.3	12065	CAMLG	chr5	+	SE	134076752:134077213-134079676:134079742-134086448:134087067	134079676:134079742	0.971	0.87	0.101	1.21554E-09	2.42518E-07	known	1	0.9	4	NA_SO	protein_coding	CAMLG-001( E3 ),CAMLG-002( E2 )	ENST00000297156.2	CAMLG-001	protein_coding	NA	NA	NA
CAMSAP2_A3SS_5304	ENSG00000118200.10	5304	CAMSAP2	chr1	+	A3SS	200813909:200813997-200816337:200816385-200816385:200816420	200816337:200816385	0.887	0.733	0.154	0.000162032	0.022102746	known	0.95	0.8	13	PC_SO_NPC_SI	protein_coding	CAMSAP2-001( E10 ),CAMSAP2-005( E4 ),CAMSAP2-002( E9 )	ENST00000236925.4,ENST00000358823.2,ENST00000447701.2	CAMSAP2-001,CAMSAP2-002,CAMSAP2-005	protein_coding,protein_coding,nonsense_mediated_decay	ENST00000413307.2	CAMSAP2-004	protein_coding
CAPN7_SE_38820	ENSG00000131375.5	38820	CAPN7	chr3	+	SE	15283684:15283760-15287032:15287178-15288238:15288301	15287032:15287178	0.757	0.393	0.364	8.34513E-08	1.12097E-05	known	0.95	0.35	14	NA_SO	protein_coding	CAPN7-007( E4 ),CAPN7-001( E17 )	ENST00000253693.2,ENST00000443567.1	CAPN7-001,CAPN7-007	protein_coding,nonsense_mediated_decay	NA	NA	NA
CAST_SE_39910	ENSG00000153113.19	39910	CAST	chr5	+	SE	96058342:96058402-96062457:96062563-96063192:96063234	96062457:96062563	0.172	0.062	0.11	2.34724E-08	3.54818E-06	known	0.85	0.3	9	PC_SISO	protein_coding	CAST-031( E5 ),CAST-013( E3 )	ENST00000511049.1	CAST-013	protein_coding	ENST00000309190.5,ENST00000325674.7,ENST00000395812.2,ENST00000504465.1,ENST00000508197.1,ENST00000508608.1,ENST00000509903.1,ENST00000510756.1,ENST00000511097.2,ENST00000512620.1,ENST00000514845.1	CAST-003,CAST-201,CAST-011,CAST-020,CAST-033,CAST-012,CAST-017,CAST-010,CAST-007,CAST-032,CAST-023	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding
CAST_SE_39911	ENSG00000153113.19	39911	CAST	chr5	+	SE	96058342:96058402-96062497:96062563-96063192:96063234	96062497:96062563	0.293	0.174	0.119	0.000522616	0.025054191	known	1	0.45	17	PC_SO_NPC_SI	protein_coding	CAST-008( E6 ),CAST-018( E3 ),CAST-006( E5 ),CAST-009( E5 ),CAST-016( E3 ),CAST-004( E3 ),CAST-025( E5 ),CAST-034( E3 ),CAST-005( E5 ),CAST-202( E5 ),CAST-203( E5 ),CAST-026( E5 )	ENST00000338252.3,ENST00000341926.3,ENST00000359176.4,ENST00000395813.1,ENST00000421689.2,ENST00000505143.1,ENST00000506811.1,ENST00000508117.2,ENST00000508830.1,ENST00000510156.1,ENST00000514055.1	CAST-005,CAST-004,CAST-202,CAST-203,CAST-009,CAST-006,CAST-025,CAST-034,CAST-008,CAST-016,CAST-026	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,nonsense_mediated_decay,protein_coding,protein_coding,protein_coding	ENST00000309190.5,ENST00000325674.7,ENST00000395812.2,ENST00000504465.1,ENST00000508197.1,ENST00000508608.1,ENST00000509903.1,ENST00000510756.1,ENST00000511097.2,ENST00000512620.1,ENST00000514845.1	CAST-003,CAST-201,CAST-011,CAST-020,CAST-033,CAST-012,CAST-017,CAST-010,CAST-007,CAST-032,CAST-023	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding
CBLB_SE_14892	ENSG00000114423.14	14892	CBLB	chr3	-	SE	105464760:105464882-105470305:105470462-105495239:105495386	105470305:105470462	0.989	0.844	0.146	1.81364E-08	2.78818E-06	known	0.8	0.45	4	NA_SO	protein_coding	CBLB-202( E4 ),CBLB-201( E5 ),CBLB-003( E5 ),CBLB-002( E5 ),CBLB-001( E5 )	ENST00000264122.4,ENST00000394027.3,ENST00000403724.1,ENST00000405772.1	CBLB-001,CBLB-201,CBLB-002,CBLB-003	protein_coding,protein_coding,protein_coding,protein_coding	NA	NA	NA
CCDC90B_SE_47038	ENSG00000137500.5	47038	CCDC90B	chr11	-	SE	82985485:82985783-82989768:82989872-82991183:82991303	82989768:82989872	0.914	0.715	0.199	4.32576E-08	6.18574E-06	known	1	0.7	7	NPC_SISO	protein_coding	CCDC90B-011( E4 ),CCDC90B-017( E3 ),CCDC90B-001( E3 ),CCDC90B-003( E3 ),CCDC90B-014( E3 ),CCDC90B-006( E3 ),CCDC90B-012( E3 ),CCDC90B-002( E3 ),CCDC90B-004( E3 )	ENST00000260054.4,ENST00000455220.2,ENST00000525503.1,ENST00000526631.1,ENST00000527025.1,ENST00000529073.1,ENST00000529611.1,ENST00000529689.1	CCDC90B-002,CCDC90B-003,CCDC90B-006,CCDC90B-014,CCDC90B-011,CCDC90B-017,CCDC90B-004,CCDC90B-001	nonsense_mediated_decay,protein_coding,protein_coding,retained_intron,nonsense_mediated_decay,protein_coding,protein_coding,protein_coding	ENST00000528149.1,ENST00000529312.1,ENST00000529745.1,ENST00000530253.1,ENST00000533761.1	CCDC90B-010,CCDC90B-013,CCDC90B-009,CCDC90B-016,CCDC90B-007	nonsense_mediated_decay,nonsense_mediated_decay,nonsense_mediated_decay,retained_intron,nonsense_mediated_decay
CD109_MXE_830	ENSG00000156535.9	830	CD109	chr6	+	MXE	74407122:74407295-74432973:74433002-74440066:74440297-74446105:74446231	74432973:74433002-74440066:74440297	0.289	0.136	0.153	1.96753E-05	0.001676175	known	1	0.85	14	NA_SO	protein_coding	CD109-001( E3 ),CD109-202( E3 ),CD109-201( E3 )	ENST00000422508.2	CD109-201	protein_coding	NA	NA	NA
CD46_A3SS_15868	ENSG00000117335.14	15868	CD46	chr1	+	A3SS	207941123:207941168-207943295:207943665-207943665:207943707	207943295:207943665	0.398	0.708	-0.31	4.42353E-05	0.007988047	novel	0.85	0.4	15	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000322875.4,ENST00000354848.1,ENST00000358170.2,ENST00000367042.1,ENST00000367047.1,ENST00000441839.2,ENST00000496723.1	CD46-007,CD46-002,CD46-001,CD46-004,CD46-008,CD46-202,CD46-016	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,retained_intron
CD46_RI_2949	ENSG00000117335.14	2949	CD46	chr1	+	RI	207932983:207933069-207933069:207934593-207934593:207934791	207933069:207934593	0.086	0.204	-0.118	0.000505324	0.011169823	known	0.95	0.9	18	PC_SO_NPC_SI	protein_coding	CD46-009( E4 )	ENST00000469535.1	CD46-009	processed_transcript	ENST00000322875.4,ENST00000322918.5,ENST00000354848.1,ENST00000357714.1,ENST00000358170.2,ENST00000360212.2,ENST00000361067.1,ENST00000367041.1,ENST00000367042.1,ENST00000367047.1,ENST00000441839.2,ENST00000480003.1	CD46-007,CD46-003,CD46-002,CD46-006,CD46-001,CD46-012,CD46-201,CD46-005,CD46-004,CD46-008,CD46-202,CD46-013	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding
CEP350_SE_37274	ENSG00000135837.11	37274	CEP350	chr1	+	SE	179956374:179956421-179959641:179959756-179961196:179961356	179959641:179959756	0.966	0.803	0.163	1.12282E-11	3.54264E-09	known	0.9	0.3	5	PC_SISO	protein_coding	CEP350-001( E4 ),CEP350-011( E3 )	ENST00000357434.2,ENST00000367607.3	CEP350-011,CEP350-001	protein_coding,protein_coding	ENST00000491495.2	CEP350-012	protein_coding
CHD1_SE_58353	ENSG00000153922.6	58353	CHD1	chr5	-	SE	98210775:98210817-98212101:98212262-98215255:98215432	98212101:98212262	1	0.875	0.124	3.18116E-05	0.002171514	known	0.8	0.5	3	NA_SO	protein_coding	CHD1-001( E23 )	ENST00000284049.3	CHD1-001	protein_coding	NA	NA	NA
CHD2_A5SS_7094	ENSG00000173575.14	7094	CHD2	chr15	+	A5SS	93489267:93489446-93489446:93489570-93492181:93492464	93489446:93489570	0.042	0.148	-0.106	2.17504E-12	1.37763E-09	novel	1	0.95	16	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000394196.4,ENST00000420239.2,ENST00000536619.1,ENST00000556930.1,ENST00000557381.1	CHD2-001,CHD2-005,CHD2-008,CHD2-007,CHD2-003	protein_coding,protein_coding,protein_coding,retained_intron,protein_coding
CHD2_MXE_5738	ENSG00000173575.14	5738	CHD2	chr15	+	MXE	93489050:93489095-93489267:93489446-93489477:93489570-93492181:93492464	93489267:93489446-93489477:93489570	0.944	0.834	0.11	3.91854E-11	1.27112E-08	novel	1	1	16	NA_SO	protein_coding	CHD2-005( E12 ),CHD2-007( E11 ),CHD2-003( E12 ),CHD2-008( E11 ),CHD2-001( E12 )	ENST00000394196.4,ENST00000420239.2,ENST00000536619.1,ENST00000556930.1,ENST00000557381.1	CHD2-001,CHD2-005,CHD2-008,CHD2-007,CHD2-003	protein_coding,protein_coding,protein_coding,retained_intron,protein_coding	NA	NA	NA
CHD2_SE_62285	ENSG00000173575.14	62285	CHD2	chr15	+	SE	93429432:93429484-93431414:93431544-93435233:93435302	93431414:93431544	0.029	0.233	-0.204	0	0	novel	1	0.95	12	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000556722.1,ENST00000556930.1	CHD2-013,CHD2-007	protein_coding,retained_intron
CHD4_RI_10507	ENSG00000111642.10	10507	CHD4	chr12	-	RI	6686950:6687083-6687083:6687194-6687194:6687283	6687083:6687194	0.076	0.191	-0.115	1.32944E-05	0.000473727	novel	1	0.95	17	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000309577.6,ENST00000357008.2,ENST00000544040.1,ENST00000544484.1	CHD4-201,CHD4-202,CHD4-002,CHD4-013	protein_coding,protein_coding,protein_coding,protein_coding
CIRBP_RI_666	ENSG00000099622.9	666	CIRBP	chr19	+	RI	1271979:1272050-1272050:1274305-1274305:1274439	1272050:1274305	0.742	0.359	0.383	1.559E-10	1.81525E-08	known	0.9	0.6	15	NPC_SISO	protein_coding	CIRBP-009( E5 ),CIRBP-201( E5 ),CIRBP-004( E5 )	ENST00000444172.2,ENST00000587169.1,ENST00000590347.1	CIRBP-201,CIRBP-004,CIRBP-009	protein_coding,nonsense_mediated_decay,nonsense_mediated_decay	ENST00000585913.1,ENST00000586636.1,ENST00000586773.1,ENST00000589235.1,ENST00000589686.1,ENST00000591376.1,ENST00000591935.1	CIRBP-035,CIRBP-033,CIRBP-038,CIRBP-006,CIRBP-025,CIRBP-027,CIRBP-020	nonsense_mediated_decay,nonsense_mediated_decay,protein_coding,protein_coding,protein_coding,nonsense_mediated_decay,protein_coding
CLIP1_SE_77373	ENSG00000130779.15	77373	CLIP1	chr12	-	SE	122819194:122819252-122821178:122821290-122825299:122828591	122821178:122821290	1	0.867	0.134	1.48199E-05	0.001110838	novel	0.8	0.25	2	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
CLK1_SE_26519	ENSG00000013441.11	26519	CLK1	chr2	-	SE	201724402:201724469-201724847:201724938-201725960:201726189	201724847:201724938	0.385	0.596	-0.211	7.01913E-05	0.00436328	known	1	1	20	NPC_SISO	protein_coding	CLK1-007( E4 ),CLK1-006( E4 ),CLK1-001( E4 )	ENST00000321356.4,ENST00000409403.2,ENST00000434813.2	CLK1-001,CLK1-006,CLK1-007	protein_coding,nonsense_mediated_decay,protein_coding	ENST00000432425.1	CLK1-003	nonsense_mediated_decay
CMAHP_MXE_6905	ENSG00000168405.10	6905	CMAHP	chr6	-	MXE	25110183:25110331-25110456:25110602-25113819:25114010-25115218:25115328	25110456:25110602-25113819:25114010	0.937	0.767	0.17	1.12133E-13	6.30484E-11	novel	1	1	13	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000377989.4,ENST00000377993.2,ENST00000424282.2,ENST00000436589.2,ENST00000458373.1	CMAHP-002,CMAHP-001,CMAHP-201,CMAHP-202,CMAHP-007	processed_transcript,unitary_pseudogene,unitary_pseudogene,unitary_pseudogene,processed_transcript
CMAHP_MXE_6907	ENSG00000168405.10	6907	CMAHP	chr6	-	MXE	25110183:25110331-25110456:25110623-25113819:25114010-25115218:25115328	25110456:25110623-25113819:25114010	0.923	0.74	0.182	4.52594E-12	1.8177E-09	novel	1	1	15	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000377989.4,ENST00000377993.2,ENST00000424282.2,ENST00000436589.2,ENST00000458373.1	CMAHP-002,CMAHP-001,CMAHP-201,CMAHP-202,CMAHP-007	processed_transcript,unitary_pseudogene,unitary_pseudogene,unitary_pseudogene,processed_transcript
CMAHP_MXE_6909	ENSG00000168405.10	6909	CMAHP	chr6	-	MXE	25110183:25110331-25110456:25110655-25113819:25114010-25115218:25115328	25110456:25110655-25113819:25114010	0.935	0.769	0.166	1.3034E-13	6.87056E-11	novel	1	1	14	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000377989.4,ENST00000377993.2,ENST00000424282.2,ENST00000436589.2,ENST00000458373.1	CMAHP-002,CMAHP-001,CMAHP-201,CMAHP-202,CMAHP-007	processed_transcript,unitary_pseudogene,unitary_pseudogene,unitary_pseudogene,processed_transcript
CMAHP_RI_7732	ENSG00000168405.10	7732	CMAHP	chr6	-	RI	25110183:25110331-25110331:25110456-25110456:25110602	25110331:25110456	0.61	0.181	0.429	4.34854E-11	5.70626E-09	novel	0.8	0.55	11	NA_SISO	NA	NA( ENA )	NA	NA	NA	NA	NA	NA
CMAHP_SE_67134	ENSG00000168405.10	67134	CMAHP	chr6	-	SE	25110183:25110331-25110456:25110602-25113819:25114010	25110456:25110602	0.066	0.249	-0.184	3.05731E-11	8.69954E-09	novel	1	0.85	13	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000377989.4,ENST00000377993.2,ENST00000424282.2,ENST00000436589.2,ENST00000458373.1	CMAHP-002,CMAHP-001,CMAHP-201,CMAHP-202,CMAHP-007	processed_transcript,unitary_pseudogene,unitary_pseudogene,unitary_pseudogene,processed_transcript
CMAHP_SE_67138	ENSG00000168405.10	67138	CMAHP	chr6	-	SE	25110183:25110331-25110456:25110623-25113819:25114010	25110456:25110623	0.066	0.254	-0.188	1.43455E-11	4.39832E-09	novel	1	0.85	13	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000377989.4,ENST00000377993.2,ENST00000424282.2,ENST00000436589.2,ENST00000458373.1	CMAHP-002,CMAHP-001,CMAHP-201,CMAHP-202,CMAHP-007	processed_transcript,unitary_pseudogene,unitary_pseudogene,unitary_pseudogene,processed_transcript
CMAHP_SE_67142	ENSG00000168405.10	67142	CMAHP	chr6	-	SE	25110183:25110331-25110456:25110655-25113819:25114010	25110456:25110655	0.066	0.254	-0.189	1.02751E-11	3.28006E-09	novel	1	0.85	13	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000377989.4,ENST00000377993.2,ENST00000424282.2,ENST00000436589.2,ENST00000458373.1	CMAHP-002,CMAHP-001,CMAHP-201,CMAHP-202,CMAHP-007	processed_transcript,unitary_pseudogene,unitary_pseudogene,unitary_pseudogene,processed_transcript
COBLL1_SE_37725	ENSG00000082438.11	37725	COBLL1	chr2	-	SE	165578934:165579032-165583615:165583654-165584478:165584707	165583615:165583654	0.069	0.243	-0.174	5.23311E-08	7.22622E-06	known	0.8	0.3	12	PC_SO_NPC_SI	protein_coding	COBLL1-015( E6 ),COBLL1-201( E7 ),COBLL1-007( E5 )	ENST00000194871.6,ENST00000456171.1,ENST00000456693.1	COBLL1-201,COBLL1-015,COBLL1-007	protein_coding,nonsense_mediated_decay,protein_coding	ENST00000342193.4,ENST00000375458.2,ENST00000392717.2,ENST00000409184.3,ENST00000452626.1	COBLL1-004,COBLL1-003,COBLL1-202,COBLL1-001,COBLL1-011	protein_coding,protein_coding,protein_coding,protein_coding,protein_coding
COL11A1_MXE_2820	ENSG00000060718.14	2820	COL11A1	chr1	-	MXE	103484373:103484415-103487262:103487325-103491076:103491169-103491771:103491888	103487262:103487325-103491076:103491169	0.21	0.091	0.119	1.24726E-10	3.75693E-08	known	1	0.95	17	NA_SO	protein_coding	COL11A1-008( E7 ),COL11A1-002( E9 ),COL11A1-202( E9 ),COL11A1-001( E9 ),COL11A1-201( E8 )	ENST00000512756.1	COL11A1-008	protein_coding	NA	NA	NA
COL11A1_MXE_2822	ENSG00000060718.14	2822	COL11A1	chr1	-	MXE	103484373:103484415-103487262:103487325-103491771:103491888-103496671:103496800	103487262:103487325-103491771:103491888	0.452	0.3	0.153	0.000289234	0.015537571	known	1	1	20	NA_SISO	protein_coding	COL11A1-008( E7 ),COL11A1-002( E9 ),COL11A1-202( E9 ),COL11A1-001( E9 ),COL11A1-201( E8 )	NA	NA	NA	NA	NA	NA
COL11A1_MXE_2825	ENSG00000060718.14	2825	COL11A1	chr1	-	MXE	103491076:103491169-103491355:103491508-103491771:103491888-103496671:103496800	103491355:103491508-103491771:103491888	0.589	0.422	0.167	0.000208552	0.012214795	known	1	0.95	20	PC_SISO	protein_coding	COL11A1-202( E6 ),COL11A1-002( E6 )	ENST00000358392.2,ENST00000427239.1	COL11A1-202,COL11A1-002	protein_coding,protein_coding	ENST00000370096.3	COL11A1-001	protein_coding
COL11A1_MXE_7571	ENSG00000060718.14	7571	COL11A1	chr1	-	MXE	103491076:103491169-103491361:103491508-103491771:103491888-103496671:103496800	103491361:103491508-103491771:103491888	0.691	0.509	0.182	8.30829E-05	0.005743615	novel	1	0.9	19	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000370096.3	COL11A1-001	protein_coding
COL11A1_SE_31774	ENSG00000060718.14	31774	COL11A1	chr1	-	SE	103491076:103491169-103491355:103491508-103491771:103491888	103491355:103491508	0.483	0.711	-0.228	6.21943E-06	0.000518458	known	0.9	0.75	17	NA_SI	protein_coding	COL11A1-202( E6 ),COL11A1-002( E6 )	NA	NA	NA	ENST00000370096.3	COL11A1-001	protein_coding
COL11A1_SE_70153	ENSG00000060718.14	70153	COL11A1	chr1	-	SE	103428208:103428316-103430716:103430921-103431042:103431096	103430716:103430921	0.025	0.135	-0.109	0	0	novel	1	0.9	19	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000353414.4,ENST00000358392.2,ENST00000370096.3,ENST00000512756.1	COL11A1-201,COL11A1-202,COL11A1-001,COL11A1-008	protein_coding,protein_coding,protein_coding,protein_coding
COL11A1_SE_70164	ENSG00000060718.14	70164	COL11A1	chr1	-	SE	103491076:103491169-103491361:103491508-103491771:103491888	103491361:103491508	0.292	0.595	-0.303	2.38942E-06	0.000228291	novel	0.85	0.7	16	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000370096.3	COL11A1-001	protein_coding
COL16A1_SE_24079	ENSG00000084636.13	24079	COL16A1	chr1	-	SE	32145232:32145286-32145404:32145452-32145642:32145702	32145404:32145452	0.504	0.318	0.186	0.000595348	0.028021124	known	0.9	0.7	19	PC_SISO	protein_coding	COL16A1-201( E42 ),COL16A1-001( E41 )	ENST00000271069.6,ENST00000373672.3	COL16A1-201,COL16A1-001	protein_coding,protein_coding	ENST00000373668.3,ENST00000458715.1	COL16A1-005,COL16A1-013	protein_coding,protein_coding
COL1A2_RI_4068	ENSG00000164692.13	4068	COL1A2	chr7	+	RI	94056499:94056607-94056607:94056938-94056938:94057197	94056607:94056938	0.016	0.132	-0.116	4.59876E-06	0.000188208	known	0.9	0.8	15	PC_SO_NPC_SI	protein_coding	COL1A2-002( E6 )	ENST00000481570.1	COL1A2-002	retained_intron	ENST00000297268.6	COL1A2-001	protein_coding
COL6A3_MXE_1966	ENSG00000163359.11	1966	COL6A3	chr2	-	MXE	238285414:238285987-238289557:238290142-238303229:238303847-238305369:238305490	238289557:238290142-238303229:238303847	0.042	0.154	-0.111	3.36731E-13	1.67058E-10	known	1	1	18	NA_SO	protein_coding	COL6A3-012( E3 ),COL6A3-201( E5 ),COL6A3-202( E4 ),COL6A3-003( E3 ),COL6A3-203( E4 ),COL6A3-008( E5 ),COL6A3-011( E3 ),COL6A3-001( E5 ),COL6A3-002( E4 )	ENST00000472056.1	COL6A3-012	protein_coding	NA	NA	NA
COL6A3_SE_22371	ENSG00000163359.11	22371	COL6A3	chr2	-	SE	238289557:238290142-238296224:238296827-238305369:238305460	238296224:238296827	0.142	0.276	-0.134	1.36728E-05	0.001037753	known	1	0.95	20	PC_SISO	protein_coding	COL6A3-001( E4 ),COL6A3-002( E3 ),COL6A3-201( E4 ),COL6A3-011( E2 ),COL6A3-203( E3 ),COL6A3-008( E4 )	ENST00000353578.4,ENST00000392004.3,ENST00000409809.1	COL6A3-203,COL6A3-002,COL6A3-011	protein_coding,protein_coding,protein_coding	ENST00000392003.2,ENST00000472056.1	COL6A3-003,COL6A3-012	protein_coding,protein_coding
COL6A3_SE_22373	ENSG00000163359.11	22373	COL6A3	chr2	-	SE	238289557:238290142-238303229:238303847-238305369:238305490	238303229:238303847	0.046	0.187	-0.141	1.13539E-09	2.28204E-07	known	1	0.95	18	PC_SISO	protein_coding	COL6A3-001( E3 ),COL6A3-008( E3 ),COL6A3-202( E3 ),COL6A3-201( E3 )	ENST00000347401.3	COL6A3-202	protein_coding	ENST00000392003.2,ENST00000472056.1	COL6A3-003,COL6A3-012	protein_coding,protein_coding
COL6A3_SE_66888	ENSG00000163359.11	66888	COL6A3	chr2	-	SE	238289557:238290142-238296224:238296316-238305369:238305490	238296224:238296316	0.12	0.239	-0.119	4.61888E-05	0.003009095	novel	1	0.95	20	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000392003.2,ENST00000472056.1	COL6A3-003,COL6A3-012	protein_coding,protein_coding
CORO1C_SE_73325	ENSG00000110880.6	73325	CORO1C	chr12	-	SE	109046047:109046193-109046813:109046957-109048081:109048186	109046813:109046957	0.185	0.388	-0.204	9.32427E-05	0.005572791	novel	0.95	0.3	17	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000261401.3,ENST00000420959.2,ENST00000421578.2,ENST00000541050.1,ENST00000547361.1,ENST00000549772.1,ENST00000550542.1	CORO1C-001,CORO1C-201,CORO1C-009,CORO1C-007,CORO1C-018,CORO1C-008,CORO1C-002	protein_coding,protein_coding,protein_coding,protein_coding,retained_intron,protein_coding,nonsense_mediated_decay
CRYBG3_SE_18353	ENSG00000233280.2	18353	CRYBG3	chr3	+	SE	97540883:97541199-97562038:97562105-97583060:97583491	97562038:97562105	0.921	0.788	0.133	7.61865E-07	8.1871E-05	known	0.8	0.15	2	NA_SO	protein_coding	CRYBG3-001( E2 )	ENST00000419587.2	CRYBG3-001	protein_coding	NA	NA	NA
CRYZ_SE_31501	ENSG00000116791.9	31501	CRYZ	chr1	-	SE	75172582:75172678-75172786:75172888-75175781:75175931	75172786:75172888	0.897	0.713	0.185	6.46593E-06	0.000534898	known	0.9	0.75	7	PC_SISO	protein_coding	CRYZ-002( E5 ),CRYZ-001( E7 ),CRYZ-201( E8 )	ENST00000340866.5,ENST00000370872.3,ENST00000417775.1	CRYZ-001,CRYZ-002,CRYZ-201	protein_coding,protein_coding,protein_coding	ENST00000370871.3	CRYZ-005	protein_coding
CRYZ_SE_70057	ENSG00000116791.9	70057	CRYZ	chr1	-	SE	75172582:75172678-75172786:75172885-75175781:75175931	75172786:75172885	0.838	0.595	0.243	8.46185E-05	0.005130813	novel	0.85	0.35	7	NA_SI	NA	NA( ENA )	NA	NA	NA	ENST00000370871.3	CRYZ-005	protein_coding
